,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
34330,0,33,156383,13,0,40,0,-1,1,0,0,1
39043,1,33,214288,9,0,48,1,-1,1,1,0,1
33244,1,53,99516,13,0,40,0,-1,1,0,1,0
20506,0,23,189924,10,0,40,0,-1,1,1,0,1
32673,1,32,224462,9,0,84,1,-1,0,1,1,0
25002,1,35,78247,11,0,50,0,-1,1,0,0,1
36986,1,20,217467,9,0,40,0,-1,1,1,0,1
3396,1,47,55377,9,0,40,0,-1,1,0,0,1
12496,1,60,191446,9,99999,40,1,-1,0,0,1,0
5733,0,42,196001,9,0,40,0,-1,1,0,0,1
41286,0,40,197609,10,0,40,0,-1,1,0,0,1
21345,1,53,155983,14,0,65,1,-1,0,0,1,0
24479,1,17,202521,6,0,15,0,-1,1,1,0,1
8279,0,24,41356,10,0,40,0,-1,1,0,0,1
29153,0,43,143046,9,0,40,0,-1,1,0,0,1
12287,0,38,103925,9,2036,20,0,-1,0,0,0,1
35633,1,20,174436,9,0,60,0,-1,0,1,0,1
14314,1,23,175266,10,0,40,0,-1,1,1,0,1
6985,1,18,125441,7,1055,20,0,-1,1,1,0,1
45258,0,31,328734,14,0,30,0,-1,0,1,0,1
45114,0,57,207604,4,0,40,0,-1,0,0,0,1
43624,0,74,159138,9,0,12,0,-1,0,0,0,1
23826,1,29,137063,9,0,38,0,-1,1,0,0,1
46394,1,44,259674,14,5178,60,1,-1,0,1,1,0
476,1,17,211870,5,0,6,0,-1,0,1,0,1
6648,1,46,276087,9,5013,50,0,-1,0,1,1,1
16429,1,58,35551,13,0,70,1,-1,0,0,1,0
9195,1,47,344157,7,0,40,0,-1,0,1,0,1
1590,1,65,207281,10,0,16,0,-1,0,0,0,1
33524,0,38,166062,9,0,50,0,-1,1,0,0,1
43743,0,41,172712,13,0,40,1,-1,1,0,0,1
6975,0,63,346975,13,7688,36,1,-1,0,1,1,1
43537,0,42,178897,14,1151,40,0,-1,1,0,0,1
22585,1,29,90934,13,0,64,1,-1,0,0,1,0
30760,1,40,320451,16,0,45,1,-1,0,1,1,0
30838,1,50,34067,11,0,50,1,-1,0,0,0,1
12788,0,36,240323,10,0,40,0,-1,1,1,0,1
22954,1,38,184456,9,3464,80,0,-1,0,0,1,0
26491,0,24,34918,11,0,38,0,-1,1,0,0,1
12627,1,77,253642,4,0,30,0,-1,0,0,0,1
30491,0,47,142061,10,0,40,0,-1,1,0,0,1
39286,1,33,44623,9,0,45,0,-1,1,0,0,1
12088,0,26,179772,13,0,45,0,-1,1,1,0,1
34985,1,27,209301,9,0,60,0,-1,1,1,0,1
17271,0,65,209831,11,0,40,0,-1,1,0,0,1
45701,0,58,101480,11,0,40,0,-1,1,0,0,1
11933,1,46,28334,9,0,40,0,-1,1,0,0,1
9284,1,43,352005,13,15024,45,1,-1,0,1,1,0
38804,1,61,213700,13,0,32,1,-1,1,0,1,0
13660,1,50,114056,11,0,84,0,-1,0,0,1,0
4351,1,53,199720,16,15024,60,1,-1,0,0,1,0
26300,1,54,145098,10,0,40,1,-1,1,0,0,1
45207,1,47,38819,13,0,45,1,-1,1,0,1,0
39614,0,28,132750,9,0,20,0,-1,1,0,0,1
2874,0,38,115433,12,7688,33,1,-1,0,0,1,1
17912,0,31,194293,10,2463,38,0,-1,1,1,0,1
1811,1,35,183898,11,7298,50,1,-1,0,0,1,1
17841,1,48,247043,9,0,40,0,-1,1,0,0,1
18955,1,31,226443,13,0,40,0,-1,1,1,1,0
46964,1,38,39089,9,6849,50,0,-1,0,0,1,1
24985,0,40,46990,16,0,20,1,-1,0,0,0,1
40950,1,47,100009,10,0,30,0,-1,0,0,0,1
38366,0,17,53367,8,0,25,0,-1,0,0,0,1
30053,1,30,110643,10,0,52,0,-1,1,0,0,1
16922,0,21,277530,9,0,40,0,-1,1,1,0,1
17730,1,21,32639,10,0,20,0,-1,1,0,0,1
43547,0,22,339644,9,0,40,0,-1,1,1,0,1
33343,1,40,98466,9,0,40,1,-1,1,0,0,1
6526,1,34,157289,9,0,40,0,-1,1,0,0,1
23628,0,40,270147,14,0,40,1,-1,1,1,0,1
21848,1,34,62374,9,0,48,0,-1,1,0,0,1
47758,0,39,139770,14,0,30,1,-1,0,0,0,1
3953,0,42,44121,14,0,40,0,-1,1,0,0,1
7786,1,26,261278,10,0,30,0,-1,1,1,0,1
18659,0,46,195023,10,0,40,0,-1,1,0,0,1
11886,1,55,258648,6,0,40,0,-1,0,0,0,1
34476,0,35,70282,9,0,40,0,-1,1,0,0,1
11090,0,41,185616,9,0,40,0,-1,1,0,0,1
10822,0,34,154548,10,0,38,0,-1,1,0,0,1
45215,0,47,95661,10,0,45,0,-1,1,0,0,1
35966,0,61,221534,9,0,40,0,-1,1,0,0,1
8517,0,27,330132,13,0,40,1,-1,1,1,0,1
13571,1,33,333701,11,0,40,0,-1,1,1,0,1
32155,1,55,199763,9,0,81,0,-1,0,0,1,0
28556,0,50,99894,3,0,15,0,-1,0,0,0,1
22330,0,24,379418,10,0,40,0,-1,1,1,0,1
39067,0,57,47178,3,0,40,0,-1,0,0,0,1
47816,0,51,27804,10,0,35,0,-1,1,0,0,1
17965,1,33,140206,15,0,40,1,-1,1,0,1,0
32990,0,31,208458,9,0,40,0,1,1,1,0,1
30762,1,44,248876,13,0,50,0,-1,1,1,1,0
29789,1,30,55481,14,0,45,0,-1,1,0,1,0
18173,0,29,148431,12,7688,45,1,-1,0,0,1,1
22581,1,24,448026,13,0,40,0,-1,0,1,0,1
13256,0,27,175552,3,0,40,0,-1,0,1,0,1
31228,1,39,293291,9,0,50,1,-1,1,1,0,1
8870,0,52,245275,6,0,35,0,-1,0,0,0,1
6758,0,30,378723,10,0,55,0,-1,0,1,0,1
37813,1,73,30713,9,0,10,0,-1,0,0,0,1
47511,1,54,20795,9,0,40,0,-1,1,0,0,1
31372,0,56,119254,6,0,40,0,-1,1,0,0,1
4850,1,18,168288,9,0,40,0,-1,1,1,0,1
33608,0,29,245402,13,0,40,0,-1,1,1,0,1
31180,1,28,401886,9,0,20,0,-1,0,1,0,1
47844,1,60,288684,3,0,40,0,-1,0,0,0,1
6809,1,44,71269,10,0,50,0,-1,1,0,0,1
19951,1,23,133061,9,0,80,0,-1,0,0,1,0
34000,0,23,140764,13,0,40,0,-1,1,1,0,1
42464,0,65,200408,9,0,40,0,-1,1,0,0,1
38726,1,36,65382,9,0,50,0,-1,1,0,0,1
35829,0,60,113443,9,0,45,0,-1,1,0,0,1
46120,1,24,59792,14,0,40,0,-1,1,0,1,0
5071,0,35,170797,13,0,40,0,-1,1,0,0,1
32378,0,21,110677,10,0,40,0,-1,1,0,0,1
13883,1,30,23037,10,0,84,0,-1,0,0,1,0
2954,0,26,240842,9,0,40,0,-1,1,1,0,1
40942,0,18,116839,10,0,20,0,-1,1,1,0,1
29431,0,62,174711,9,0,32,0,-1,1,0,0,1
35568,1,56,36990,9,0,52,1,-1,0,0,0,1
8297,1,25,191921,10,0,40,0,-1,1,1,0,1
19888,1,22,216867,3,0,48,0,-1,0,1,0,1
9064,1,37,108913,9,0,40,0,-1,1,0,0,1
29440,1,27,183802,9,0,40,0,-1,1,1,0,1
30000,1,17,250541,7,0,8,0,-1,0,1,0,1
36711,1,33,180656,3,0,40,0,-1,0,0,0,1
24978,0,24,176321,10,0,40,0,-1,1,1,0,1
41611,1,51,165278,11,0,46,1,-1,1,0,0,1
16071,1,20,369678,9,0,43,0,-1,1,1,0,1
46269,1,17,181015,6,0,15,0,-1,1,1,0,1
34868,1,38,77792,9,0,56,0,-1,1,0,0,1
19361,1,44,191712,14,0,55,1,-1,1,0,1,0
4448,0,19,246226,9,0,40,0,-1,1,1,0,1
45145,1,55,210318,9,0,40,0,-1,1,0,0,1
40921,0,41,229472,9,0,40,0,-1,1,0,0,1
40789,1,45,137946,13,0,50,0,-1,1,0,1,0
40924,1,76,161182,10,0,20,0,-1,0,0,0,1
12783,1,54,133050,10,0,41,0,-1,1,0,0,1
36130,0,43,175133,10,0,35,0,-1,1,0,0,1
18786,1,52,144361,11,0,40,1,-1,1,0,0,1
4538,0,33,264936,9,0,40,0,-1,1,1,0,1
26178,1,41,222596,13,15024,45,1,-1,0,0,1,0
4613,0,36,130926,13,3674,40,0,-1,0,0,1,1
44385,1,19,143404,9,0,30,0,-1,1,1,0,1
12200,1,46,265554,9,0,40,0,-1,1,1,0,1
35803,1,43,153132,10,0,40,1,-1,1,0,0,1
24551,0,17,145258,7,0,25,0,-1,1,1,0,1
33222,0,19,208630,9,0,30,0,-1,1,1,0,1
3994,1,37,295949,9,0,40,0,-1,1,1,0,1
43435,0,21,88373,9,0,16,0,-1,1,0,0,1
35356,0,62,117292,14,8614,45,1,-1,0,0,1,1
2213,1,60,131852,3,0,30,1,-1,0,0,0,1
1114,0,34,290763,9,0,40,0,-1,1,1,0,1
15621,1,25,267284,9,0,40,0,-1,1,1,0,1
19185,0,18,308889,7,0,20,0,-1,0,1,0,1
3593,0,59,154236,9,7688,40,1,-1,0,0,0,1
44571,1,69,108196,13,0,25,0,-1,0,0,1,0
40802,1,42,339814,13,0,40,1,-1,1,1,1,0
38643,1,41,153095,9,0,50,0,-1,1,0,0,1
16379,1,25,31350,9,0,60,0,-1,0,0,0,1
40022,1,28,147560,10,0,40,0,-1,1,0,0,1
4222,1,27,233724,9,0,38,0,-1,1,1,0,1
6965,1,24,191954,4,0,50,0,-1,0,1,0,1
12781,0,19,209826,10,0,15,0,-1,1,1,0,1
29335,0,22,32616,10,0,30,0,-1,1,0,0,1
12512,1,46,122026,13,0,44,1,-1,1,0,1,0
36345,1,36,77953,9,0,40,0,-1,1,0,0,1
37049,0,22,197050,9,0,20,0,-1,1,1,0,1
40590,1,57,197369,9,0,40,0,-1,1,0,0,1
13511,1,38,191103,15,0,99,1,-1,0,0,1,0
44611,1,74,322789,6,0,40,0,-1,0,0,0,1
20984,1,43,154076,10,0,40,1,-1,1,0,0,1
27823,1,21,214387,10,0,64,0,-1,0,1,1,1
3104,1,28,206351,10,0,40,0,-1,1,1,0,1
27479,1,41,106679,14,27828,50,1,-1,0,0,1,0
44559,0,23,224632,13,0,38,0,-1,1,1,0,1
2360,1,34,158420,13,0,70,0,-1,0,0,1,0
28603,0,38,200904,13,0,30,1,-1,0,0,0,1
37117,0,54,64421,10,0,40,0,-1,1,0,0,1
19770,1,34,87209,14,0,60,0,-1,0,0,1,0
7217,1,30,121308,10,0,40,0,-1,1,0,0,1
32570,1,44,138634,9,0,40,0,-1,1,0,0,1
10608,0,18,186909,10,0,16,0,-1,1,1,0,1
6920,1,29,224858,10,0,45,0,-1,1,1,0,1
24784,1,45,359808,12,0,40,0,-1,0,1,0,0
13558,1,39,403489,7,0,40,0,-1,0,1,0,1
19263,1,33,35309,13,0,40,0,-1,1,0,1,0
12792,1,69,203072,16,0,50,1,-1,0,0,1,0
40424,1,65,226215,13,0,40,0,-1,0,0,1,0
25512,1,22,424494,10,0,25,0,-1,0,1,0,1
47367,1,27,365745,6,0,20,0,-1,0,1,0,1
23607,0,67,192670,9,0,20,0,-1,0,0,0,1
31203,0,27,91501,9,0,40,0,-1,1,0,0,1
35750,0,48,117310,9,0,20,0,-1,0,0,0,1
20969,0,26,265230,13,0,40,0,-1,1,1,0,1
17134,1,21,257781,10,0,30,0,-1,1,1,0,1
7339,1,42,383493,14,0,50,1,-1,0,1,1,0
37108,1,38,175268,13,0,50,0,-1,1,0,1,0
46291,0,52,295826,14,0,50,0,-1,0,1,0,1
14960,1,70,336007,3,0,20,0,-1,0,0,0,1
25648,1,49,31478,4,0,99,0,-1,0,0,1,1
47169,1,38,98080,10,0,40,0,-1,1,0,0,1
23352,1,59,98350,9,0,40,0,-1,1,0,0,1
38805,1,23,181820,13,0,40,0,-1,1,1,1,0
27580,1,46,328216,15,0,45,1,-1,0,1,1,0
18670,1,54,143804,6,0,40,0,-1,1,0,0,1
5537,1,33,342458,12,0,56,0,-1,0,1,1,0
25082,1,36,31438,9,0,43,0,-1,1,0,0,1
1162,1,33,114691,13,0,60,1,-1,1,0,1,0
19286,0,22,201268,13,0,15,0,-1,0,1,0,1
47144,0,48,121179,10,0,52,0,-1,1,0,0,1
28244,0,43,38537,10,0,38,0,-1,1,0,0,1
10783,1,29,87905,9,10520,40,1,-1,0,0,1,1
10427,1,27,94064,11,0,40,0,-1,1,0,0,1
13363,0,25,203871,11,0,40,1,-1,1,1,0,1
4672,1,32,164243,9,0,60,1,-1,1,0,1,1
3519,1,30,221043,9,0,35,0,-1,1,1,0,1
40163,1,35,302149,10,0,40,1,-1,1,1,0,1
11732,0,25,163396,10,0,40,0,-1,1,1,0,1
14401,1,19,220901,10,0,30,0,-1,1,1,0,1
26792,0,17,108273,6,0,12,0,-1,1,0,0,1
5488,0,26,288592,9,0,40,0,-1,1,1,0,1
17901,0,22,51362,13,0,16,0,-1,0,0,0,1
21501,1,48,233511,9,0,50,1,-1,1,0,0,1
15832,1,43,155106,13,0,53,0,-1,1,0,1,0
21743,1,45,208802,15,25236,36,1,-1,0,0,1,0
43627,1,53,164195,10,4386,40,1,-1,0,0,1,1
33618,1,37,112497,13,4934,50,1,-1,0,0,1,0
36351,1,38,143909,12,0,40,1,-1,1,0,1,0
26053,0,25,276249,14,0,40,0,-1,1,1,0,1
31689,1,18,218889,5,0,35,0,-1,0,1,0,1
33674,1,34,158688,10,0,45,0,-1,1,0,0,1
36619,0,46,132919,9,0,12,1,-1,0,0,0,1
40364,1,50,224207,13,0,40,1,-1,1,0,1,0
25035,1,36,203836,10,0,50,0,-1,1,0,0,1
24598,1,25,259299,10,3103,50,1,-1,0,1,0,1
32620,1,30,169269,7,0,38,0,-1,1,0,0,1
38336,1,37,175185,7,0,40,0,-1,1,0,0,1
22332,1,40,48087,9,7298,45,1,-1,0,0,1,1
39122,1,32,228873,7,7298,60,1,-1,0,1,1,1
850,0,61,99784,14,0,40,1,-1,1,0,1,1
17079,0,36,272090,13,0,45,0,-1,1,1,0,1
33943,1,22,208946,12,0,30,0,-1,0,1,0,1
17758,0,29,163003,13,2202,40,0,-1,1,0,1,1
43548,0,61,149648,7,0,40,0,-1,1,0,0,1
41866,1,38,298539,9,0,50,0,-1,1,1,0,1
39566,1,35,278553,13,0,38,0,-1,1,1,1,0
36511,0,33,184178,12,0,35,0,-1,1,0,0,1
14200,1,59,95165,16,0,40,0,-1,0,0,1,0
11401,1,26,330263,9,0,40,0,-1,1,1,0,1
43440,0,56,19896,10,0,60,1,-1,0,0,0,1
25789,0,31,124569,10,0,40,1,-1,1,0,0,1
15908,0,39,99357,14,1506,40,0,-1,1,0,0,1
314,1,22,199698,10,0,15,0,-1,1,1,0,1
47674,1,18,157193,8,0,30,0,-1,1,1,0,1
21092,1,55,196126,13,0,40,0,-1,1,0,1,0
17926,1,46,238648,9,7298,40,1,-1,0,0,1,1
26079,1,79,183686,13,0,20,1,-1,0,0,1,0
30026,1,44,147265,14,0,40,1,-1,1,0,1,0
24631,0,45,328051,14,0,60,0,-1,1,1,0,1
1226,1,36,354078,13,0,60,1,-1,0,1,1,0
40208,0,38,102478,9,0,40,0,-1,1,0,0,1
41312,1,34,192900,10,0,35,0,-1,1,0,0,1
19443,0,27,133929,13,0,36,0,-1,1,0,0,1
30068,0,33,369386,10,5178,40,1,-1,0,1,0,1
29198,1,21,265356,10,0,40,0,-1,1,1,0,1
35937,0,18,83451,9,0,25,0,-1,1,0,0,1
16541,1,73,102510,4,6418,99,1,-1,0,0,1,1
11024,1,19,344414,10,0,40,0,-1,1,1,0,1
7949,1,28,214689,7,0,40,0,-1,1,1,0,1
19590,1,31,94235,13,0,46,0,-1,1,0,1,0
8478,1,38,227615,2,0,40,0,-1,0,1,0,1
24876,1,60,121319,4,3137,40,0,-1,0,0,0,1
10398,0,37,114765,10,0,40,0,-1,1,0,0,1
16239,1,38,196123,9,0,50,0,-1,1,0,0,1
10723,1,27,501172,3,0,40,0,-1,0,1,0,1
19546,1,51,166934,9,0,40,1,-1,1,0,0,1
28780,1,23,308498,10,0,15,0,-1,1,1,0,1
38721,1,33,65018,14,0,20,0,-1,0,0,0,0
20705,1,54,129432,13,15024,40,1,-1,0,0,1,0
12261,1,37,174308,9,0,40,0,-1,1,0,0,1
3003,0,33,112584,10,0,25,0,-1,1,0,0,1
33534,1,53,56213,10,0,45,1,-1,1,0,0,1
34448,1,51,88020,13,0,40,0,-1,1,0,1,0
11823,0,45,305739,10,0,40,0,-1,1,1,0,1
17447,0,26,292303,9,0,40,0,-1,1,1,0,1
7427,1,36,199739,9,7298,60,1,-1,0,0,1,1
7568,1,32,170108,9,0,50,0,-1,1,0,0,1
29065,1,36,148581,9,0,55,1,-1,1,0,0,1
2098,1,52,266529,10,0,45,1,-1,1,0,0,1
6699,0,25,120041,13,0,40,0,-1,1,0,0,1
6067,0,42,180032,14,0,40,0,-1,1,0,0,1
14625,1,35,216256,5,0,50,0,-1,0,1,0,1
40888,1,49,77404,10,0,44,1,-1,1,0,0,1
10153,1,39,112158,10,0,26,0,-1,1,0,0,1
12498,0,40,205987,15,0,40,0,-1,1,0,0,1
24994,1,52,270728,4,0,48,0,-1,0,0,0,1
8763,1,24,32732,9,0,50,0,-1,0,0,0,1
48080,1,59,190997,6,0,36,0,-1,1,0,0,1
17394,0,31,309974,10,0,40,0,-1,1,1,0,1
40899,1,19,239862,10,0,40,0,-1,1,1,0,1
26263,1,45,20534,10,0,84,1,-1,0,0,1,0
16437,1,52,178983,16,0,40,1,-1,0,0,1,0
26419,0,21,177420,10,0,40,0,-1,1,1,0,1
7212,1,27,233421,10,0,20,0,-1,1,1,0,1
32790,1,39,149347,14,0,40,1,-1,1,0,1,0
28868,0,25,288519,13,0,40,0,-1,1,1,0,1
11275,1,48,186539,10,0,40,0,-1,1,0,0,1
16730,0,63,113756,9,0,40,0,-1,1,0,0,1
16064,1,20,133061,5,0,40,0,-1,0,1,0,1
13131,1,20,58740,10,0,15,0,-1,1,0,0,1
44135,1,43,37869,13,0,40,1,-1,1,0,1,0
43220,1,30,198091,9,0,44,0,-1,1,1,0,1
949,1,44,325159,10,0,40,0,-1,1,1,0,1
48265,0,18,86150,9,0,15,0,-1,1,0,0,1
44048,1,64,208862,7,0,15,0,-1,0,0,0,1
6536,1,26,177482,12,0,45,1,-1,1,1,1,0
24114,1,26,37023,10,0,78,0,-1,0,0,1,0
11832,1,47,328216,10,7298,40,1,-1,0,1,1,1
18592,0,30,166961,10,0,20,1,-1,1,0,0,1
28983,1,67,111321,13,0,16,0,-1,0,0,1,0
26257,1,22,33087,9,0,45,0,-1,1,0,0,1
30115,1,22,313873,7,0,30,0,-1,0,1,0,1
34423,1,57,239486,10,7688,45,1,-1,0,0,1,1
21048,1,40,222756,10,0,40,1,-1,1,0,0,1
25300,1,54,182314,16,0,50,1,-1,0,0,1,0
22690,0,34,177596,11,0,40,1,-1,1,0,0,1
29597,1,47,359461,13,0,40,0,-1,0,1,1,0
42919,1,32,418617,13,0,55,0,-1,0,1,1,0
19292,1,17,95446,6,0,15,0,-1,1,0,0,1
20697,1,49,115784,10,0,40,0,-1,1,0,0,1
24190,1,61,186451,15,0,40,1,-1,0,0,1,0
2893,0,21,108670,9,0,40,0,-1,1,0,0,1
24414,0,53,182855,6,0,48,0,-1,0,0,0,1
24787,1,34,199934,10,7298,40,1,-1,0,1,1,1
17555,0,48,98719,9,0,44,0,-1,1,0,0,1
26747,0,28,175987,9,0,40,0,-1,1,1,0,1
22049,1,56,232139,9,0,40,0,-1,1,0,0,1
47536,1,49,181970,13,0,40,0,-1,1,0,1,0
40962,1,49,90907,10,0,40,1,-1,1,0,0,1
46183,1,41,606347,4,0,40,0,-1,0,1,0,1
30214,0,23,129767,10,0,40,0,-1,1,0,0,1
842,1,51,146813,10,0,40,1,-1,1,0,0,1
29380,1,47,84790,10,0,40,0,-1,1,0,0,1
31325,1,42,152676,9,0,40,0,-1,1,0,0,1
38234,0,48,198000,13,0,38,1,-1,1,0,0,1
44973,1,52,261198,9,0,40,0,-1,1,0,0,1
24121,1,61,204908,5,0,40,0,-1,0,0,0,1
46640,0,28,113922,9,0,17,0,-1,1,0,0,1
29096,1,43,180599,15,15024,60,1,-1,0,0,1,0
6129,1,30,108023,10,0,40,0,-1,1,0,0,1
24039,0,39,218249,10,0,37,0,-1,1,0,0,1
44093,0,20,129240,10,0,30,0,-1,1,1,0,1
10520,1,46,139268,14,0,45,1,-1,1,0,1,0
3184,0,54,93415,13,0,40,1,-1,1,0,1,1
15789,0,46,207301,9,0,37,0,-1,1,0,0,1
16423,1,51,282744,13,0,40,0,-1,0,1,1,0
20856,0,52,72743,9,0,50,0,-1,1,0,0,1
15671,1,38,104280,16,0,55,1,-1,0,0,1,0
36729,1,38,349951,9,4508,55,0,-1,0,1,0,1
30477,0,47,162494,10,0,45,1,-1,1,0,0,1
18046,0,32,328060,5,0,40,0,-1,0,1,0,1
40349,1,29,192237,10,0,40,0,-1,1,1,0,1
3265,1,30,186269,13,0,40,0,-1,1,1,1,0
38184,1,42,344624,16,0,99,1,-1,0,1,1,0
17224,0,36,84848,9,0,16,0,-1,0,0,0,1
10746,1,54,146574,9,0,40,1,-1,1,0,0,1
7650,1,23,215395,9,0,40,0,-1,1,1,0,1
5152,1,27,109001,10,0,49,0,-1,1,0,0,1
35214,1,45,30690,4,0,10,0,-1,0,0,0,1
6943,1,46,106255,10,0,40,0,-1,1,0,0,1
27671,0,45,380127,13,0,40,0,-1,0,1,0,1
13713,0,18,127827,8,0,25,0,-1,1,1,0,1
30474,0,42,215219,7,0,30,0,-1,0,0,0,1
43675,0,36,953588,7,0,40,0,-1,0,1,0,1
25659,1,41,138975,13,7688,45,1,-1,0,0,1,0
23933,0,33,192286,10,0,52,0,-1,1,1,0,1
34295,1,21,123868,10,0,40,0,-1,1,0,0,1
16947,1,41,206948,13,0,40,1,-1,1,0,1,0
11306,1,40,145504,9,0,40,0,-1,1,0,0,1
48065,1,37,504871,10,0,40,0,-1,0,1,0,1
8407,1,19,70982,11,0,16,0,-1,1,0,0,1
6100,1,54,339667,9,0,41,0,-1,1,1,0,1
14857,1,41,262038,3,0,35,0,-1,0,1,0,1
23593,1,44,152150,12,0,40,0,-1,1,0,1,0
37753,0,41,92717,10,0,40,0,-1,1,0,0,1
40235,1,31,124483,14,0,60,1,-1,1,0,1,0
19530,1,64,50171,9,0,10,0,-1,0,0,0,1
18513,0,17,19752,7,0,25,0,-1,0,0,0,1
19707,1,45,246431,13,0,30,0,-1,0,0,1,0
26453,0,41,207375,9,0,50,0,-1,1,0,0,1
42625,1,35,161496,10,0,50,0,-1,1,0,0,1
39636,1,46,340651,13,0,60,1,-1,1,1,1,0
2726,1,30,68330,13,0,40,1,-1,1,0,1,0
144,1,70,105376,10,0,40,0,-1,0,0,0,1
6684,0,35,267891,9,0,38,0,-1,1,1,0,1
14977,0,28,197932,10,0,16,0,-1,1,1,0,1
15209,1,49,39986,5,0,40,0,-1,0,0,0,1
24069,1,39,278557,11,0,48,0,-1,1,1,0,0
11427,1,19,299050,7,0,60,0,-1,0,1,0,1
